EventID,TaskGroupID,TaskID,TaskType,ObjectName,RescName,RescNum,RescEffect,ImageDir,NameKor,NameEng,TextKor,TextEng,System
10001,2001,50059,narrative,null,null,null,1,null,null,null,“…지금 몇 시지? 얼마나 잔 거야?”,“...What time is it? How long was I asleep? ”,null
10001,2001,50060,narrative,null,null,null,1,null,null,null,“시계가 안 보이는데… 폰은 또 어디 있는 거지?”,“I can't see the clock on the wall... Where did I leave my phone again?”,null
10001,2001,50061,narrative,null,null,null,1,null,null,null,“…?”,“...?”,null
10001,2001,50062,narrative,null,null,null,0,null,null,null,null,null,null
10001,2001,50063,time,null,null,null,1000,null,null,null,null,null,null
10001,2001,50064,image3,null,null,null,8,255_255_255_1,null,null,null,null,null
10001,2001,50065,narrative,null,null,null,1,null,null,null,“…내가 케이스를 저기 뒀던가? ”,“...Did I leave my guitar case there?”,null
10001,2001,50066,narrative,null,null,null,0,null,null,null,null,null,null
10001,2001,50067,image3,null,null,null,10,255_255_255_1,null,null,null,null,null
10001,2001,50068,narrative,null,null,null,1,null,null,null,“나는 늘 저쪽 벽에 두는…”,“But I always keep the case near that wall--”,null
10001,2001,50069,narrative,null,null,null,1,null,null,null,“…어라?”,“...Huh?”,null
10001,2001,50070,narrative,null,null,null,1,null,null,null,“뭐야… 케이스가 둘? ”,“What's this... I have two of them? ”,null
10001,2001,50071,narrative,null,null,null,0,null,null,null,null,null,null
10001,2001,50072,image3,null,null,null,8,255_255_255_1,null,null,null,null,null
10001,2001,50073,narrative,null,null,null,1,null,null,null,"“아, 씨… 잘못 가져왔나? 저거 누구 거지? 시온이 건가? ”","“Ugh, for god's sake... did I accidentally take someone else's? Whose is that? Is it Sion's?”",null
10001,2001,50074,narrative,null,null,null,1,null,null,null,“잘 안 보이네… 어딘가 스티커가 붙어있을 텐데. ”,“I can't really tell... there should be a sticker somewhere. ”,null
10001,2001,50075,narrative,null,null,null,0,null,null,null,null,null,null
10001,2001,50076,image2,null,img_shadow,0,3,255_255_255_1,null,null,null,null,null
10001,2001,50077,narrative,null,null,null,1,null,null,null,“…잠깐… 케이스가 아니라…”,"“...Hold on... That's not a case, it's...”",null
10001,2001,50078,narrative,null,null,null,0,null,null,null,null,null,null
10001,2001,50079,narrative,null,null,null,0,null,null,null,null,null,null
10001,2001,50080,bgm,null,bgm_clock_tick,1,1,null,null,null,null,null,null
10001,2001,50081,bgm,null,bgm_clock_tick,1,4,null,null,null,null,null,null
10001,2001,50082,time,null,null,null,3000,null,null,null,null,null,null
10001,2001,50083,bgm,null,bgm_clock_tick,0,0,null,null,null,null,null,null
10001,2001,50084,image3,null,img_case2,null,1,255_255_255_1,null,null,null,null,null
10001,2001,50085,time,null,null,null,3000,null,null,null,null,null,null
10001,2001,50086,object,obj_bed,spr_bed1,5,null,null,null,null,null,null,null
10001,2001,50087,image1,null,img_coverall,null,1,0_120_140_0.33,null,null,null,null,null
10001,2001,50088,image3,null,img_case2,null,0,255_255_255_1,null,null,null,null,null
10001,2001,50089,bgm,null,bgm_morning,1,1,null,null,null,null,null,null
10001,2001,50090,time,null,null,null,3000,null,null,null,null,null,null
10001,2001,50091,portrait,null,portrait_mc_boy,5,1,null,남자,Man,“... ... ...”,“... ... ...”,null
10001,2001,50092,portrait,null,portrait_mc_boy,5,1,null,남자,Man,"“헉, 헉…”","“Huff, huff... ”",null
10001,2001,50093,portrait,null,null,null,0,null,null,null,null,null,null
10001,2001,50094,object,obj_bed,spr_bed1,3,0,null,null,null,null,null,null
10001,2001,50095,object,obj_bed,spr_bed1,5,0,null,null,null,null,null,null
10001,2001,50096,object,obj_bed,spr_bed1,3,0,null,null,null,null,null,null
10001,2001,50097,object,obj_bed,spr_bed1,1,0,null,null,null,null,null,null
10001,2001,50098,portrait,null,portrait_mc_boy,8,1,null,남자,Man,“(뭔가 기분 나쁜 꿈을 꾼 것 같은데…)”,"“(I can't remember, but I'm pretty sure I had a nightmare...)”",null
10001,2001,50099,portrait,null,portrait_mc_boy,9,1,null,남자,Man,“(가위라도 눌린 건가…? 하…)”,“(Was it sleep paralysis...? Ugh...)”,null
10001,2001,50100,portrait,null,portrait_mc_boy,3,1,null,남자,Man,"“(진짜 술 좀 작작 먹어야지, 이딴 일도 생기네. )”",“(That's new. I need to stop drinking so much.)”,null
10001,2001,50101,portrait,null,portrait_mc_boy,3,1,null,남자,Man,“(씻어야겠다…)”,“(Better take a shower now...)”,null
10001,2001,50102,portrait,null,null,null,0,null,null,null,null,null,null
10001,2001,50103,object,obj_bed,spr_bed1,0,1,null,null,null,null,null,null
10001,2001,50104,object,obj_player,spr_boy_idle_1,3,1,null,null,null,null,null,null
10001,2001,50105,time,null,null,null,500,null,null,null,null,null,null
10001,2001,50106,walk,obj_player,spot_in_toilet,null,1000,null,null,null,null,null,null
10001,2001,50107,sfx,null,sfx_door_close,1,5,null,null,null,null,null,null
10001,2001,50108,object,obj_toilet_door,spr_toilet_door,1,1,null,null,null,null,null,null
10001,2001,50109,image1,null,img_coverall,null,2,0_0_0_1,null,null,null,null,null
10001,2001,50110,sfx,null,sfx_shower_0,1,1,null,null,null,null,null,null
10001,2001,50111,sfx,null,sfx_shower_1,1,5,null,null,null,null,null,null
10001,2001,50112,sfx,null,sfx_shower_1,1,3,null,null,null,null,null,null
10001,2001,50113,time,null,null,null,1000,null,null,null,null,null,null
10001,2001,50114,sfx,null,sfx_shower_2,1,1,null,null,null,null,null,null
10001,2001,50115,spawn,obj_player,spot_front_toilet,0,1,null,null,null,null,null,null
10001,2001,50116,image1,null,img_coverall,0,3,0_0_0_0,null,null,null,null,null
10001,2001,50117,portrait,null,portrait_mc_boy,7,1,null,남자,Man,“(오전 8시 밖에 안 됐네. 꿈자리가 뒤숭숭해서 그런지 좀 일찍 깼어.)”,“(It's only 8 AM. I must have woken up early because of the nightmare..)”,null
10001,2001,50118,portrait,null,portrait_mc_boy,7,1,null,남자,Man,“(이제 기말 기간이니까 오늘은 그래도 공부 좀 해둬야지.)”,"“(Final's right around the corner, I'd better stay home and study today.)”",null
10001,2001,50119,portrait,null,portrait_mc_boy,7,0,null,null,null,null,null,null
10002,2002,50120,sfx,null,sfx_ringtone,1,4,null,null,null,null,null,null
10002,2002,50121,object,obj_desk1,spr_desk1,5,1,null,null,null,null,null,null
10002,2002,50122,time,null,null,null,1000,null,null,null,null,null,null
10002,2002,50123,portrait,null,portrait_mc_boy,7,1,null,남자,Man,“얼레? ”,“Oh?”,null
10002,2002,50124,portrait,null,null,null,0,null,null,null,null,null,null
10002,2002,50125,sfx,null,sfx_ringtone,1,0,null,null,null,null,null,null
10002,2002,50126,sfx,null,sfx_phone_call_on,1,5,null,null,null,null,null,null
10002,2002,50127,portrait,null,portrait_mc_boy,10,1,null,남자,Man,"“어, 왜? ”","“Hey, what's up?”",null
10002,2002,50128,portrait,null,portrait_mc_boy,11,1,null,남자,Man,“오늘?”,“Today?”,null
10002,2002,50129,portrait,null,portrait_mc_boy,10,1,null,남자,Man,“아니? 그런 적 없는데? ”,"“No, I don't recall making that promise. ”",null
10002,2002,50130,portrait,null,portrait_mc_boy,12,1,null,남자,Man,"“아니, 내가 언제 이 씨ㅡX새끼야. ”","“I'm serious, what are you f*cking on about?”",null
10002,2002,50131,portrait,null,portrait_mc_boy,10,1,null,남자,Man,“…뭐?”,“...Huh?”,null
10002,2002,50132,portrait,null,portrait_mc_boy,7,0,null,null,null,null,null,null
10002,2002,50133,object,obj_desk1,spr_desk1,0,1,null,null,null,null,null,null
10002,2002,50134,object,obj_player,spr_boy_idle_1,3,1,null,null,null,null,null,null
10002,2002,50135,portrait,null,portrait_mc_boy,13,1,null,남자,Man,“어!? 유나도 온다고?!”,“WHAT?! YUNA'S COMING TOO?!”,null
10002,2002,50136,portrait,null,portrait_mc_boy,12,1,null,남자,Man,“아니 넌 왜 그걸 지금 말하는데!!”,“WHY ARE YOU TELLING ME THIS SO LATE?!”,null
10002,2002,50137,portrait,null,portrait_mc_boy,12,1,null,남자,Man,“몇 시에 보기로 했는데? ”,“WHEN DO WE MEET UP?”,null
10002,2002,50138,portrait,null,portrait_mc_boy,10,1,null,남자,Man,"“알았어, 어어 이따 봐!”","“Alright, yeah, be there soon!”",null
10002,2002,50139,portrait,null,portrait_mc_boy,7,0,null,null,null,null,null,null
10002,2002,50140,sfx,null,sfx_phone_off,1,1,null,null,null,null,null,null
10002,2002,50141,portrait,null,portrait_mc_boy,3,1,null,남자,Man,"“미치겠네, 빨래 좀 제때 해둘 걸. 입을 게 없어. ”","“Dammit, I should've done the laundry. I got nothing to wear. ”",null
10002,2002,50142,portrait,null,portrait_mc_boy,7,0,null,null,null,null,null,null
10002,2002,50143,run,obj_player,spot_closet,null,1000,null,null,null,null,null,null
10002,2002,50144,object,obj_player,spr_boy_idle_2,2,1,null,null,null,null,null,null
10002,2002,50145,run,obj_player,spot_indoor,null,1000,null,null,null,null,null,null
10002,2002,50146,image1,null,img_coverall,null,2,0_0_0_1,null,null,null,null,null
10002,2002,50147,sfx,null,sfx_door_close,1,5,null,null,null,null,null,null
10002,2002,50148,time,null,null,null,5000,null,null,null,null,null,null
10002,2002,50149,bgm,null,bgm_night,1,2,null,null,null,null,null,null
10002,2002,50150,image2,null,img_corridor_dark,null,1,255_255_255_1,null,null,null,null,null
10002,2002,50151,image1,null,img_coverall,null,3,0_0_0_0,null,null,null,null,null
10002,2002,50152,narrative,null,null,null,1,null,null,null,“(적어도 유나는 내가 집으로 데려다주고 왔으니 안심이지만. )”,"“(At least I got to take Yuna back to her home, which I'm happy with.)”",null
10002,2002,50153,narrative,null,null,null,1,null,null,null,“(어차피 기말이니까 공부도 해야하고. )”,"“(I gotta catch up with other subjects, the final's right around the corner. )”",null
10002,2002,50154,narrative,null,null,null,1,null,null,null,“(오늘은 하기 글렀으니 내일부터 해야겠다. )”,"“(But I'm in a bad shape, so I'll just start tomorrow.)”",null
10002,2002,50155,narrative,null,null,null,1,null,null,null,“…”,“...”,null
10002,2002,50156,narrative,null,null,null,0,null,null,null,null,null,null
10002,2002,50157,sfx,null,sfx_shoe_steps,1,1,null,null,null,null,null,null
10002,2002,50158,bgm,null,bgm_night,1,0,null,null,null,null,null,null
10002,2002,50159,image2,null,img_corridor_light,null,1,255_255_255_1,null,null,null,null,null
10002,2002,50160,bgm,null,bgm_creepy1,1,4,null,null,null,null,null,null
10002,2002,50161,time,null,null,null,3000,null,null,null,null,null,null
10002,2002,50162,narrative,null,null,null,1,null,null,null,“...”,“...”,null
10002,2002,50163,narrative,null,null,null,1,null,null,null,“(…미친.)”,“(...No way.)”,null
10002,2002,50164,narrative,null,null,null,1,null,null,null,“(…내가 문을 제대로 안 닫고 나갔었나?)”,“(...Did I leave the door open all day?)”,null
10002,2002,50165,narrative,null,null,null,0,null,null,null,null,null,null
10002,2002,50166,image1,null,img_coverall,null,2,0_0_0_1,null,null,null,null,null
10002,2002,50167,time,null,null,null,2000,null,null,null,null,null,null
10002,2002,50168,image2,null,img_peek,null,1,255_255_255_1,null,null,null,null,null
10002,2002,50169,image1,null,img_coverall,null,2,0_0_0_1,null,null,null,null,null
10002,2002,50170,narrative,null,null,null,1,null,null,null,“…”,“...”,null
10002,2002,50171,narrative,null,null,null,1,null,null,null,“야. ”,“Hey. ”,null
10002,2002,50172,narrative,null,null,null,1,null,null,null,“경찰 불렀다. 3초 안에 나와라. ”,"“The cops are on their way, so you'd better scram before I count to 3. ”",null
10002,2002,50173,narrative,null,null,null,1,null,null,null,“3. ”,“1”,null
10002,2002,50174,narrative,null,null,null,1,null,null,null,“2. ”,“2”,null
10002,2002,50175,narrative,null,null,null,1,null,null,null,“1!!”,“3!!”,null
10002,2002,50176,narrative,null,null,null,0,null,null,null,null,null,null
10002,2002,50177,time,null,null,null,5000,null,null,null,null,null,null
10002,2002,50178,narrative,null,null,null,1,null,null,null,“…”,“...”,null
10002,2002,50179,narrative,null,null,null,1,null,null,null,“(괜히 쫄았네.)”,"“(Phew, glad nobody saw that.)”",null
10002,2002,50180,narrative,null,null,null,0,null,null,null,null,null,null
10002,2002,50181,image1,null,img_coverall,null,2,0_0_0_1,null,null,null,null,null
10002,2002,50182,image1,null,img_coverall,null,2,0_0_0_1,null,null,null,null,null
10002,2002,50183,sfx,null,sfx_lock_slide_up,1,1,null,null,null,null,null,null
10002,2002,50184,sfx,null,sfx_lock_buttons1,1,1,null,null,null,null,null,null
10002,2002,50185,sfx,null,sfx_lock_open,1,1,null,null,null,null,null,null
10002,2002,50186,sfx,null,sfx_door_open,1,1,null,null,null,null,null,null
10002,2002,50187,sfx,null,sfx_shoes_off,1,1,null,null,null,null,null,null
10002,2002,50188,sfx,null,sfx_door_close,1,1,null,null,null,null,null,null
10002,2002,50189,portrait,null,portrait_mc_boy,3,1,null,남자,Man,“(오늘은 꼭 씻고 자야지…)”,“(I'll definitely hop into shower before bed tonight.)”,null
10002,2002,50190,portrait,null,null,null,0,null,null,null,null,null,null
10002,2002,50191,walk,obj_player,spot_indoor,null,null,null,null,null,null,null,null
10002,2002,50192,sfx,null,sfx_lock_slide_up,1,5,null,null,null,null,null,null
10002,2002,50193,object,obj_player,spr_boy_idle_1,1,1,255_255_255_1,null,null,null,null,null
10002,2002,50194,walk,obj_player,spot_kitchen,null,null,null,null,null,null,null,null
10002,2002,50195,time,null,null,null,5000,null,null,null,null,null,null
10002,2002,50196,portrait,null,portrait_mc_boy,6,1,null,남자,Man,“…”,“…”,null
10002,2002,50197,portrait,null,null,null,0,null,null,null,null,null,null
10002,2002,50198,image2,null,img_underdoor,null,null,255_255_255_1,null,null,null,null,null
10002,2002,50199,time,null,null,null,5000,null,null,null,null,null,null
10002,2002,50200,narrative,null,null,null,1,null,null,null,“(경찰… 경찰에 신고를…)”,“(I... I need to call 911!)”,null
10002,2002,50201,narrative,null,null,null,1,null,null,null,“(...!)”,“(...!)”,null
10002,2002,50202,narrative,null,null,null,1,null,null,null,"“(젠장, 폰을 술집에 두고 왔어!!)”","“(Dammit, I left my phone at the bar!!)”",null
10002,2002,50203,narrative,null,null,null,1,null,null,null,“(제길... 제길!)”,“(Drat... now what?)”,null
10002,2002,50204,narrative,null,null,null,1,null,null,null,"“(어쩔 수 없지, 경찰서로 직접 뛰어가는 수 밖에!)”",“(I guess there's no choice other than to run to the station!)”,****
10002,2002,50205,narrative,null,null,null,0,null,null,null,null,null,null
10101,2003,50206,spawn,obj_driver,spot_in_truck_1,0,1,null,null,null,null,null,null
10101,2003,50207,spawn,obj_player,spot_in_truck_2,0,1,null,null,null,null,null,null
10101,2003,50208,time,null,null,null,5000,null,null,null,null,null,null
10101,2003,50209,bgm,null,bgm_in_truck,1,2,null,null,null,null,null,null
10101,2003,50210,bgm,null,bgm_in_truck,1,4,null,null,null,null,null,null
10101,2003,50211,sfx,null,sfx_radio,1,2,null,null,null,null,null,null
10101,2003,50212,image1,null,img_coverall,null,3,0_0_0_0,null,null,null,null,null
10101,2003,50213,narrative,null,null,null,null,null,null,null,““지난 29일 20대 남성 김 모 씨가 다섯 번의 전과가 있는 58세 이 모 씨의 손에 살해당했습니다. ”,"““A young man in his 20's, Kim, was killed in the hands of a man of 58, Lee, who previously had 5 crime records. ”",null
10101,2003,50214,narrative,null,null,null,null,null,null,null,“이 모 씨는 밤 10시 경 김 모 씨의 거주지에 침입했습니다. ”,"“Kim hadn't noticed his door was left unlocked as he was leaving, ”",null
10101,2003,50215,narrative,null,null,null,null,null,null,null,“김 모 씨가 오후에 외출하면서 현관문을 제대로 닫지 않은 틈을 이용한 겁니다. ”,“and Lee took advantage of that to sneak in at 10PM. ”,null
10101,2003,50216,narrative,null,null,null,null,null,null,null,"“들어간 직후 복도에서 김 모 씨의 발 소리가 들려, ”","“As he heard Kim's footsteps coming from the corridor, ”",null
10101,2003,50217,narrative,null,null,null,null,null,null,null,“화장실 문 뒤에 숨어있다가 피해자의 뒤를 쫓아…””,"“he hid behind the bathroom door, and chased after the victim...“”",null
10101,2003,50218,narrative,null,null,null,0,null,null,null,null,null,null
10101,2003,50219,sfx,null,sfx_radio,1,3,null,null,null,null,null,null
10101,2003,50220,portrait,null,portrait_driver,2,1,null,기사 아저씨,Mover,"“허, 세상 참 흉흉하네 참. 그렇죠? ”","“What a scary world we live in, right?”",null
10101,2003,50221,narrative,null,null,null,null,null,null,null,“당신은 고개를 끄덕였다. ”,“You nodded. ”,null
10101,2003,50222,portrait,null,portrait_driver,2,1,null,null,null,“요새는 혼자 사는 것만큼 위험한 게 없어요. 다들 누군가와는 같이 살어야 돼.”,“Nothing's more dangerous than living alone these days. Everyone should have someone else to be with at home. ”,null
10101,2003,50223,portrait,null,portrait_driver,0,1,null,기사 아저씨,Mover,"“거, 처자도 가면 같이 살 사람 있죠? ”","“Say, you have someone to live with in your new home, right?”",1000
10101,2004,50224,portrait,null,portrait_driver,1,1,null,기사 아저씨,Mover,"“오, 그려요? 다행이네. ”","“Oh, is that so? I'm glad. ”",null
10101,2004,50225,portrait,null,portrait_driver,1,1,null,기사 아저씨,Mover,“이 아저씨도 딸이 있는데 요번에 결혼해서 같이 살 사람이 생겼거든. ”,"“This ol' man has a daughter too. She recently got married, so she'll live with her husband from now on. ”",null
10101,2004,50226,portrait,null,portrait_driver,2,1,null,기사 아저씨,Mover,“아마 딸 가진 아버지들은 다 똑같이 걱정이 태산일 거요. ”,"“I swear, all the fathers with daughters are the same; they worry day and night. ”",2006
10101,2005,50227,portrait,null,portrait_driver,2,1,null,기사 아저씨,Mover,"“어이고, 이런 험한 세상에. ”","“Yikes, not in a dangerous world like this. ”",null
10101,2005,50228,portrait,null,portrait_driver,2,1,null,기사 아저씨,Mover,“부모님께 연락 자주 드려요. 걱정 많으시겄네. ”,"“You should call your parents often, they'd be worried sick about you. ”",2006
10101,2006,50229,narrative,null,null,null,null,null,null,null,“당신은 입꼬리를 말려 올리곤 창 밖을 바라본다. ”,“You curl the corners of your lips and stare out the window. ”,null
10101,2006,50230,narrative,null,null,null,null,null,null,null,“졸음이 몰려온다. 눈을 깜빡일 때마다 풍경이 바뀐다. ”,“You get drowsy. What you see outside changes everytime you blink. ”,null
10101,2006,50231,narrative,null,null,null,null,null,null,null,"“숲에서 터널로, 터널에서 밭으로. ”","“From a forest to the inside of the tunnel, from the tunnel to the farm. ”",null
10101,2006,50232,narrative,null,null,null,0,null,null,null,null,null,null
10101,2006,50233,image1,null,img_coverall,null,2,0_0_0_1,null,null,null,null,null
10101,2006,50234,time,null,null,null,3000,null,null,null,null,null,null
10101,2006,50235,bgm,null,bgm_in_truck,1,0,null,null,null,null,null,null
10101,2006,50236,sfx,null,sfx_truck_off,1,1,null,null,null,null,null,null
10101,2006,50237,portrait,null,portrait_driver,0,null,null,기사 아저씨,Driver,“아가씨! 학생? 다 왔어요. ”,"“Miss? Uh, kid? We're here. ”",null
10101,2006,50238,portrait,null,null,null,0,null,null,null,null,null,null
10101,2006,50239,spawn,obj_driver,spot_halldoor1,0,1,255_255_255_1,null,null,null,null,null
10101,2006,50240,spawn,obj_player,spot_halldoor2,0,1,255_255_255_1,null,null,null,null,null
10101,2006,50241,image1,null,img_coverall,null,3,0_0_0_0,null,null,null,null,null
10101,2006,50242,portrait,null,portrait_driver,0,1,null,기사 아저씨,Driver,"“어… 내가 맘 같아서는, 문 앞까지 따악 갖다 주고 싶은데, ”","“Hmm... I'd love to bring all your belongings right to your door, but, ”",null
10101,2006,50243,portrait,null,portrait_driver,2,1,null,기사 아저씨,Driver,“문이 이렇게 따닥따닥 붙어있어서야 둘 데가 없네. 아마 이웃들이 뭐라 할 거여. ”,"“The doors to the other rooms are packed together, the boxes will get in the way of the other tenants. They'll probably complain. ”",null
10101,2006,50244,portrait,null,portrait_driver,2,1,null,기사 아저씨,Driver,“더 기다리면 다음 일에 늦어서 지금 가봐야 되는디. ”,“I can't wait any longer or I'll be late for my next work. ”,null
10101,2006,50245,portrait,null,portrait_driver,0,1,null,기사 아저씨,Driver,"“미안하지만, 나중에 집주인 분 오시면 도와달라 그래요. ”","“Sorry to be saying this, but I think you should ask your landlord to help you out when they come. ”",null
10101,2006,50246,narrative,null,null,null,1,null,null,null,“당신은 고개를 끄덕였다. ”,“You nod. ”,null
10101,2006,50247,portrait,null,portrait_driver,1,1,null,기사 아저씨,Driver,“그럼 들어가세요~”,"“Alright then, rest well! ”",null
10101,2006,50248,portrait,null,null,null,0,null,null,null,null,null,null
10101,2006,50249,sfx,null,sfx_ringtone,1,5,null,null,null,null,null,null
10101,2006,50250,object,obj_player,spr_girl_phone,0,1,255_255_255_1,null,null,null,null,null
10101,2006,50251,portrait,null,portrait_landlord,3,1,null,집주인,Landlord,“아이고 학생~! 늦어서 미안해 정말. 혹시 어디야? ”,"“My, I'm real sorry for being late, darling! Where are you right now?”",null
10101,2006,50252,portrait,null,portrait_landlord,2,1,null,집주인,Landlord,“어머! 벌써 도착했다고?”,“Oh? You're here already? ”,null
10101,2006,50253,portrait,null,null,null,0,null,null,null,null,null,null
10101,2006,50254,object,obj_player,spr_girl_phone,1,0,255_255_255_0,null,null,null,null,null
10101,2006,50255,spawn,obj_landlord,spot_halldoor1,0,1,255_255_255_1,null,null,null,null,null
10101,2006,50256,walk,obj_landlord,obj_player_close,null,null,null,null,null,null,null,null
10101,2006,50257,portrait,null,portrait_landlord,1,1,null,집주인,Landlord,"“어어 학생, 105호 계약한 사람 맞지? ”","“Hi, hello! You're the one who rented room 105, right? ”",null
10101,2006,50258,portrait,null,portrait_landlord,3,1,null,집주인,Landlord,"“아유, 미안해. 팔이 이러니까 혼자 아무것도 못 하겠더라고. ”","“Again, sorry for being late, I couldn't do anything well with my arm like this. ”",null
10101,2006,50259,portrait,null,portrait_landlord,1,1,null,집주인,Landlord,“근데 진짜 운 좋다. 딱 비자마자 계약해서 바로 들어오게 됐네. ”,"“I have to say, you got pretty lucky! You rented this room right after it became available. ”",null
