route,date,time,event_id,dialog_num,type,isPlayer,autoSkip,text_kor,text_en,duration,loop,color,direction,target
1,1,1020,9002,8,text,FALSE,FALSE,"혹시 변동사항 있으시면 연락 주시고, 이 번호 저장해주세요.","Please contact me if there are any concerns or problems, and save my number on your phone.",0,FALSE,0.0.0.0,null,802
1,1,1020,9002,9,text,TRUE,FALSE,월요일 오전 8시에 뵙겠습니다.,I'll see you on Monday at 8AM.,0,FALSE,0.0.0.0,null,802
1,1,1020,9002,10,text,TRUE,TRUE,감사합니다 열심히 하겠습니다,Thank you I'll do my best,0,FALSE,0.0.0.0,null,802
1,1,1020,9002,11,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,802
1,1,1020,9002,12,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,802
5,2,1020,9003,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,2,1020,9003,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,2,1020,9003,3,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,2,1020,9003,4,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,2,1020,9003,5,text,FALSE,FALSE,뭐하냐고.,Hello?? I asked you a question.,0,FALSE,0.0.0.0,null,0
5,2,1020,9003,6,narrative,FALSE,FALSE,분명 어제 차단했는데도 다시 문자를 보냈다.,You could've sworn you blocked this person.,0,FALSE,0.0.0.0,null,0
5,2,1020,9003,7,narrative,FALSE,FALSE,당신은 차단 목록을 확인한다. (알수없음)이 떠있었다.,You check the block list to find out the account you blocked has been deleted.,0,FALSE,0.0.0.0,null,0
5,2,1020,9003,8,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,2,1020,9003,9,narrative,FALSE,FALSE,당신은 이 사람을 차단했다.,You blocked this person.,0,FALSE,0.0.0.0,null,0
5,2,1020,9003,10,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,2,1020,9003,11,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,2,1020,9003,12,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,3,1020,9004,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,3,1020,9004,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,3,1020,9004,3,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,3,1020,9004,4,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,3,1020,9004,5,text,FALSE,FALSE,무시해?,Are you ignoring me?,0,FALSE,0.0.0.0,null,0
5,3,1020,9004,6,narrative,FALSE,FALSE,세번째다. 당신은 잠깐이지만 전화번호를 바꿀까 고민한다.,This is your third time. You wonder for a split second if changing the number will fix this problem.,0,FALSE,0.0.0.0,null,0
5,3,1020,9004,7,narrative,FALSE,FALSE,하지만 이미 이 번호로 가입한 게 많아서 차단만 하기로 한다.,"But you already used this number for countless accounts, so you decide blocking is the best solution.",0,FALSE,0.0.0.0,null,0
5,3,1020,9004,8,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,3,1020,9004,9,narrative,FALSE,FALSE,당신은 이 사람을 차단했다.,You blocked this person.,0,FALSE,0.0.0.0,null,0
5,3,1020,9004,10,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,3,1020,9004,11,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,3,1020,9004,12,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,4,1020,9005,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,4,1020,9005,3,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,4,1020,9005,4,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,4,1020,9005,5,text,FALSE,FALSE,자꾸 차단하지마ㅠ 계정 파기 귀찮앙,Stop blocking me :( It's bothersome to keep making new accounts,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,6,narrative,FALSE,FALSE,세번째다. 당신은 잠깐이지만 전화번호를 바꿀까 고민한다.,This is your third time. You wonder for a split second if changing the number will fix this problem.,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,7,narrative,FALSE,FALSE,하지만 이미 이 번호로 가입한 게 많아서 차단만 하기로 한다.,"But you already used this number for countless accounts, so you decide blocking is the best solution.",0,FALSE,0.0.0.0,null,0
5,4,1020,9005,8,narrative,FALSE,FALSE,당신은 중학교 때 이와 비슷한 일을 겪은 적이 있다.,"You had this happen to you before, back when you were in middle school.",0,FALSE,0.0.0.0,null,0
5,4,1020,9005,9,narrative,FALSE,FALSE,"프로필 사진도, 이름도 없는 계정으로부터 셀 수 없는 문자가 왔었다.","You received hundreds of messages from an anonymous person; they too, didn't have any profile pics or names.",0,FALSE,0.0.0.0,null,0
5,4,1020,9005,10,narrative,FALSE,FALSE,그 모르는 한 사람으로부터 온갖 욕을 들었다.,So much curses and insults from just a single person.,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,11,narrative,FALSE,FALSE,"하지말라고, 그만해달라고 하면 더 날뛰었다.",They got worse when you begged them to stop.,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,12,narrative,FALSE,FALSE,아무리 차단해도 계속해서 새 계정을 만들어 집요하게 괴롭혔었다.,They kept coming back with new accounts even though you kept blocking them.,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,13,narrative,FALSE,FALSE,다행히도 고등학교로 올라가면서 번호도 바꾸고 SNS를 그만두자 문자도 멈췄다.,They fortunately stopped after you went to high school and stopped using social media.,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,14,narrative,FALSE,FALSE,당신은 여전히 이런 사람에게 답장하는 게 두렵다.,But you're still afraid of texting back to people like them.,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,15,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,16,narrative,FALSE,FALSE,당신은 이 사람을 차단했다.,You blocked this person.,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,17,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,4,1020,9005,18,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,4,1020,9005,19,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,5,1020,9006,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,5,1020,9006,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,5,1020,9006,2,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,5,1020,9006,3,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,5,1020,9006,4,text,FALSE,FALSE,섬유유연제 뭐 써?,What kinda fabric conditioner do you use?,0,FALSE,0.0.0.0,null,0
5,5,1020,9006,5,narrative,FALSE,FALSE,등골이 오싹해진다.,Chills went down your spine.,0,FALSE,0.0.0.0,null,0
5,5,1020,9006,6,narrative,FALSE,FALSE,하지만 이런 걸로 신고해도 딱히 경찰이 해줄 수 있는 건 없을 것이다.,But the cops probably can't do anything about this.,0,FALSE,0.0.0.0,null,0
5,5,1020,9006,7,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,5,1020,9006,8,narrative,FALSE,FALSE,당신은 이 사람을 차단했다.,You blocked this person.,0,FALSE,0.0.0.0,null,0
5,5,1020,9006,9,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,5,1020,9006,10,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,5,1020,9006,11,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,6,1020,9007,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,6,1020,9007,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,6,1020,9007,3,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,6,1020,9007,4,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,6,1020,9007,5,text,FALSE,FALSE,아무거나 잘 받아먹네ㅋ,your lips don't stay sealed very well huh lmao,0,FALSE,0.0.0.0,null,0
5,6,1020,9007,6,narrative,FALSE,FALSE,당신은 이 사람을 차단했다.,You blocked this person.,0,FALSE,0.0.0.0,null,0
5,6,1020,9007,7,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,6,1020,9007,8,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,6,1020,9007,9,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,7,1020,9008,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,7,1020,9008,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,7,1020,9008,3,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,7,1020,9008,4,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,7,1020,9008,5,text,FALSE,FALSE,경찰서는 왜?,Why'd you go to the police station?,0,FALSE,0.0.0.0,null,0
5,7,1020,9008,6,text,TRUE,FALSE,문자 그만 보내세요,Stop sending me messages,0,FALSE,0.0.0.0,null,0
5,7,1020,9008,7,narrative,FALSE,FALSE,당신은 이 사람을 차단했다.,You blocked this person.,0,FALSE,0.0.0.0,null,0
5,7,1020,9008,8,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,7,1020,9008,9,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,7,1020,9008,10,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,8,1020,9009,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,8,1020,9009,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,8,1020,9009,3,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,8,1020,9009,4,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,8,1020,9009,5,text,FALSE,FALSE,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ답장도 귀엽게 한당,lmao that's a cute reply ;),0,FALSE,0.0.0.0,null,0
5,8,1020,9009,6,narrative,FALSE,FALSE,당신은 이 사람을 차단했다.,You blocked this person.,0,FALSE,0.0.0.0,null,0
5,8,1020,9009,7,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,8,1020,9009,8,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,8,1020,9009,9,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,9,1020,9010,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,9,1020,9010,3,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,9,1020,9010,4,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,9,1020,9010,5,text,FALSE,FALSE,자?,Are you asleep?,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,6,text,FALSE,FALSE,왜 벌써 자?,Sleeping so soon?,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,7,text,FALSE,FALSE,나랑 얘기하자,Talk to me,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,8,text,FALSE,FALSE,왜 자냐고,Why are you sleeping,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,9,text,FALSE,FALSE,답장부터 하고 자,Reply to me before you go to sleep,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,10,text,FALSE,FALSE,야,Hey,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,11,text,FALSE,FALSE,삭제된 메시지입니다.,This message has been deleted.,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,12,text,FALSE,FALSE,삭제된 메시지입니다.,This message has been deleted.,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,13,text,FALSE,FALSE,잘못 보냈다ㅎ,Oopsie wrong message,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,14,text,FALSE,FALSE,졸린가보다,You must be tired huh,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,15,text,FALSE,FALSE,ㅋㅋ귀여워,Pretty cute haha,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,16,text,FALSE,FALSE,내일 일어나면 연락 줘!,Text me when you're up tomorrow!,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,17,text,TRUE,FALSE,누구신데 그러세요,Why are you doing this who even are you,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,18,narrative,FALSE,FALSE,당신은 이 사람을 차단했다.,You blocked this person.,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,19,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,9,1020,9010,20,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,9,1020,9010,21,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,10,1020,9011,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,10,1020,9011,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,10,1020,9011,3,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,10,1020,9011,4,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,10,1020,9011,5,text,FALSE,FALSE,얼굴 좀 보여주지 :(,It's so hard to see your face :(,0,FALSE,0.0.0.0,null,0
5,10,1020,9011,6,narrative,FALSE,FALSE,…,…,0,FALSE,0.0.0.0,null,0
5,10,1020,9011,7,narrative,FALSE,FALSE,당신은 이 사람을 차단했다.,You blocked this person.,0,FALSE,0.0.0.0,null,0
5,10,1020,9011,8,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,10,1020,9011,9,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,10,1020,9011,10,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,13,1020,9012,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,13,1020,9012,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,13,1020,9012,3,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,13,1020,9012,4,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,13,1020,9012,5,text,FALSE,FALSE,여자 옷 개는 건 처음인데 어때 좀 괜찮나?ㅎ;;,It's my first time folding a girl's clothes... how did I do? ;),0,FALSE,0.0.0.0,null,0
5,13,1020,9012,6,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,13,1020,9012,7,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,10,1020,9012,8,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,14,1020,9013,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,14,1020,9013,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,14,1020,9013,3,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,14,1020,9013,4,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,14,1020,9013,5,bgm,FALSE,TRUE,bgm_criminal,bgm_criminal,0,FALSE,0.0.0.0,null,0
5,14,1020,9013,6,bgm,FALSE,TRUE,bgm_criminal,bgm_criminal,0,FALSE,0.0.0.0,null,0
5,14,1020,9013,7,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,14,1020,9013,8,text,FALSE,FALSE,[.]님이 사진을 보냈습니다.,[.] sent you a photo.,0,FALSE,0.0.0.0,null,0
5,14,1020,9013,9,image1,FALSE,TRUE,img_photo_6,img_photo_6,0,FALSE,0.0.0.0,null,0
5,14,1020,9013,10,narrative,FALSE,FALSE,null,null,0,FALSE,0.0.0.0,null,0
5,14,1020,9013,11,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,14,1020,9013,12,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
5,14,1140,9014,1,sfx,FALSE,TRUE,sfx_sayTalk,sfx_sayTalk,0,FALSE,0.0.0.0,null,0
5,14,1140,9014,2,object,FALSE,TRUE,img_phone_sayTalk_List,img_phone_sayTalk_List,0,FALSE,255.255.255.255,null,0
5,14,1140,9014,2,object,FALSE,TRUE,img_phone_sayTalk_Chat,img_phone_sayTalk_Chat,0,FALSE,255.255.255.255,null,0
5,14,1140,9014,3,animation,FALSE,TRUE,anim_phone_talk_on,anim_phone_talk_on,1.5,FALSE,0.0.0.0,null,0
5,14,1140,9014,4,text,TRUE,FALSE,점장님 죄송한데 몸살 기운이 있어서 내일 못 갈 수도 있을 것 같습니다…,"Sir I might have to call in sick tomorrow, I think it could be a common cold.",0,FALSE,0.0.0.0,null,0
5,14,1140,9014,5,text,TRUE,FALSE,어 괜찮아 쉬어,"That's completely fine, get well soon.",0,FALSE,0.0.0.0,null,0
5,14,1140,9014,6,animation,FALSE,TRUE,anim_phone_talk_off,anim_phone_talk_off,1.5,FALSE,0.0.0.0,null,0
5,14,1140,9014,7,object,FALSE,TRUE,inactivate_chat,inactivate_chat,0,FALSE,255.255.255.255,null,0
